Date,BTC-USD Price,ETH-USD Price,LTC-USD Price
3/9/2015,289.6069946,,1.944280028
3/10/2015,291.7600098,,2.009059906
3/11/2015,296.3789978,,2.026279926
3/12/2015,294.3540039,,2.042789936
3/13/2015,285.3370056,,2.007960081
3/14/2015,281.8850098,,1.99605
3/15/2015,286.3930054,,2.018830061
3/16/2015,290.5929871,,2.033080101
3/17/2015,285.5050049,,1.982149959
3/18/2015,256.2990112,,1.742540002
3/19/2015,260.928009,,1.759089947
3/20/2015,261.7489929,,1.767210007
3/21/2015,260.0249939,,1.746690035
3/22/2015,267.9599915,,1.797719955
3/23/2015,266.7399902,,1.778159976
3/24/2015,245.5950012,,1.65158999
3/25/2015,246.1970062,,1.673140049
3/26/2015,248.5319977,,1.695490003
3/27/2015,247.029007,,1.686740041
3/28/2015,252.7980042,,1.703660011
3/29/2015,242.7129974,,1.655679941
3/30/2015,247.526001,,1.669579983
3/31/2015,244.223999,,1.65260005
4/1/2015,247.2720032,,1.664630055
4/2/2015,253.0050049,,1.677809954
4/3/2015,254.3220062,,1.698510051
4/4/2015,253.6970062,,1.687849998
4/5/2015,260.5979919,,1.700819969
4/6/2015,255.4920044,,1.686869979
4/7/2015,253.1799927,,1.668419957
4/8/2015,245.0220032,,1.627500057
4/9/2015,243.6759949,,1.585940003
4/10/2015,236.0720062,,1.527040005
4/11/2015,236.552002,,1.459110022
4/12/2015,236.1529999,,1.462470055
4/13/2015,224.5870056,,1.376899958
4/14/2015,219.1589966,,1.378479958
4/15/2015,223.8329926,,1.383000016
4/16/2015,228.572998,,1.421450019
4/17/2015,222.8820038,,1.409129977
4/18/2015,223.3560028,,1.409929991
4/19/2015,222.6000061,,1.389170051
4/20/2015,224.6260071,,1.408959985
4/21/2015,235.2689972,,1.423879981
4/22/2015,234.1759949,,1.454190016
4/23/2015,236.4620056,,1.461750031
4/24/2015,231.2680054,,1.419280052
4/25/2015,226.3899994,,1.402909994
4/26/2015,219.4299927,,1.321169972
4/27/2015,229.2859955,,1.383479953
4/28/2015,225.8549957,,1.36401999
4/29/2015,225.8079987,,1.361320019
4/30/2015,236.1450043,,1.439839959
5/1/2015,232.0789948,,1.406589985
5/2/2015,234.9299927,,1.421530008
5/3/2015,240.3580017,,1.432700038
5/4/2015,239.0180054,,1.407660007
5/5/2015,236.1210022,,1.406640053
5/6/2015,229.7819977,,1.388900042
5/7/2015,237.3339996,,1.455180049
5/8/2015,243.8630066,,1.481080055
5/9/2015,241.8320007,,1.448310018
5/10/2015,240.2960052,,1.438740015
5/11/2015,242.1580048,,1.437330008
5/12/2015,241.1119995,,1.445619941
5/13/2015,236.3769989,,1.45141995
5/14/2015,236.9290009,,1.44777
5/15/2015,237.6049957,,1.454290032
5/16/2015,236.1529999,,1.446130037
5/17/2015,236.802002,,1.454139948
5/18/2015,233.128006,,1.446370006
5/19/2015,231.9470062,,1.453189969
5/20/2015,234.0180054,,1.459190011
5/21/2015,235.3439941,,1.478060007
5/22/2015,240.3480072,,1.832299948
5/23/2015,238.871994,,1.786460042
5/24/2015,240.9530029,,1.831169963
5/25/2015,237.1100006,,1.80332005
5/26/2015,237.1159973,,1.817309976
5/27/2015,237.2830048,,1.845020056
5/28/2015,237.4080048,,1.840749979
5/29/2015,237.095993,,1.831349969
5/30/2015,233.3450012,,1.813120008
5/31/2015,230.1900024,,1.637079954
6/1/2015,222.9259949,,1.616009951
6/2/2015,225.8029938,,1.669970036
6/3/2015,225.8739929,,1.687180042
6/4/2015,224.3240051,,1.668349981
6/5/2015,224.9519958,,1.760570049
6/6/2015,225.6190033,,1.759809971
6/7/2015,222.8809967,,1.730530024
6/8/2015,228.4889984,,1.786460042
6/9/2015,229.0480042,,1.795819998
6/10/2015,228.8029938,,1.759240031
6/11/2015,229.7050018,,1.792160034
6/12/2015,229.9819946,,1.802189946
6/13/2015,232.4019928,,1.861529946
6/14/2015,233.5429993,,2.002870083
6/15/2015,236.822998,,2.018249989
6/16/2015,250.8950043,,2.876590014
6/17/2015,249.2839966,,2.8886199
6/18/2015,249.0070038,,3.095069885
6/19/2015,244.6060028,,2.807300091
6/20/2015,245.2120056,,3.035909891
6/21/2015,243.9440002,,3.022360086
6/22/2015,246.9900055,,3.028460026
6/23/2015,244.2960052,,2.974529982
6/24/2015,240.5149994,,2.778630018
6/25/2015,242.798996,,2.850330114
6/26/2015,243.5939941,,2.860239983
6/27/2015,250.9900055,,3.103169918
6/28/2015,249.0110016,,3.305819988
6/29/2015,257.0639954,,3.736500025
6/30/2015,263.071991,,4.086760044
7/1/2015,258.6210022,,3.924269915
7/2/2015,255.4120026,,4.065370083
7/3/2015,256.3359985,,4.115310192
7/4/2015,260.8859863,,4.113530159
7/5/2015,271.9129944,,4.952720165
7/6/2015,269.0299988,,5.417230129
7/7/2015,266.2070007,,5.234630108
7/8/2015,270.7850037,,6.361120224
7/9/2015,269.2279968,,7.536940098
7/10/2015,284.8940125,,4.505219936
7/11/2015,293.1149902,,4.373819828
7/12/2015,310.8670044,,5.287250042
7/13/2015,292.0539856,,4.679900169
7/14/2015,287.4639893,,4.649889946
7/15/2015,285.82901,,4.21408987
7/16/2015,278.0889893,,3.689779997
7/17/2015,279.4719849,,3.786809921
7/18/2015,274.901001,,4.001880169
7/19/2015,273.6140137,,3.766109943
7/20/2015,278.9809875,,3.93859005
7/21/2015,275.8330078,,3.766210079
7/22/2015,277.2219849,,3.823659897
7/23/2015,276.0490112,,3.784440041
7/24/2015,288.2780151,,4.601830006
7/25/2015,288.696991,,4.631989956
7/26/2015,292.6860046,,4.662320137
7/27/2015,293.6239929,,4.671370029
7/28/2015,294.427002,,5.058400154
7/29/2015,289.5899963,,4.797679901
7/30/2015,287.7219849,,4.578030109
7/31/2015,284.6499939,,4.641039848
8/1/2015,281.6010132,,4.15320015
8/2/2015,282.6140137,,4.174910069
8/3/2015,281.2269897,,4.16218996
8/4/2015,285.2179871,,4.377930164
8/5/2015,281.8819885,,4.349219799
8/6/2015,278.5769958,,4.064670086
8/7/2015,279.5849915,2.772119999,4.208280087
8/8/2015,260.9970093,0.753324986,3.854749918
8/9/2015,265.0830078,0.701897025,3.898590088
8/10/2015,264.4700012,0.708447993,3.948879957
8/11/2015,270.3859863,1.067860007,4.15955019
8/12/2015,266.3760071,1.217440009,3.985450029
8/13/2015,264.0799866,1.827669978,3.880340099
8/14/2015,265.6799927,1.827870011,4.026229858
8/15/2015,261.5509949,1.688899994,3.9254601
8/16/2015,258.5069885,1.566030025,3.952280045
8/17/2015,257.9760132,1.203609943,3.983959913
8/18/2015,211.0789948,1.087049961,3.469710112
8/19/2015,226.6840057,1.258859992,3.47781992
8/20/2015,235.3500061,1.464920044,3.605089903
8/21/2015,232.5690002,1.395290017,3.565020084
8/22/2015,230.3899994,1.379230022,3.511229992
8/23/2015,228.1690063,1.352589965,3.394469976
8/24/2015,210.4949951,1.231269956,2.994740009
8/25/2015,221.6089935,1.140190005,2.937200069
8/26/2015,225.8309937,1.159980059,2.946510077
8/27/2015,224.7689972,1.147699952,2.866050005
8/28/2015,231.3959961,1.191380024,2.906290054
8/29/2015,229.7799988,1.182549953,2.876509905
8/30/2015,228.7610016,1.319270015,2.848400116
8/31/2015,230.0559998,1.358240008,2.842070103
9/1/2015,228.1210022,1.351609945,2.820009947
9/2/2015,229.2839966,1.29479003,2.795449972
9/3/2015,227.1829987,1.26493001,2.633140087
9/4/2015,230.2980042,1.274410009,2.7011199
9/5/2015,235.0189972,1.338809967,2.919539928
9/6/2015,239.8399963,1.295830011,3.048069954
9/7/2015,239.8470001,1.246649981,3.045900106
9/8/2015,243.6069946,1.242429972,3.047379971
9/9/2015,238.1679993,1.206509948,2.923919916
9/10/2015,238.477005,1.165770054,2.949359894
9/11/2015,240.1069946,0.982977986,2.957459927
9/12/2015,235.2290039,1.038740039,2.825550079
9/13/2015,230.5119934,0.936003029,2.815939903
9/14/2015,230.6439972,0.875621974,2.84465003
9/15/2015,230.3040009,0.944410026,2.823189974
9/16/2015,229.0910034,0.907175004,2.802979946
9/17/2015,229.8099976,0.874230981,2.906369925
9/18/2015,232.9750061,0.853685021,2.956959963
9/19/2015,231.4929962,0.882390976,2.873579979
9/20/2015,231.2120056,0.938444972,2.846440077
9/21/2015,227.0850067,0.919046998,2.799129963
9/22/2015,230.6179962,0.901795983,2.84465003
9/23/2015,230.2830048,0.893405974,2.865550041
9/24/2015,234.529007,0.813610017,2.92998004
9/25/2015,235.1439972,0.736222982,2.892859936
9/26/2015,234.3399963,0.785964012,2.886879921
9/27/2015,232.7570038,0.720839024,2.87116003
9/28/2015,239.1419983,0.582885981,3.072799921
9/29/2015,236.6869965,0.661145985,2.969990015
9/30/2015,236.0599976,0.738644004,3.00977993
10/1/2015,237.548996,0.690214992,3.001919985
10/2/2015,237.2929993,0.678574026,2.993200064
10/3/2015,238.7299957,0.687170982,3.03008008
10/4/2015,238.2590027,0.668379009,3.014359951
10/5/2015,240.3829956,0.628642976,3.015990019
10/6/2015,246.0630035,0.650645018,3.145930052
10/7/2015,242.9689941,0.609387994,3.058579922
10/8/2015,242.3040009,0.621716022,3.064029932
10/9/2015,243.9309998,0.650627971,3.107969999
10/10/2015,244.9409943,0.627857029,3.105989933
10/11/2015,247.0500031,0.634962976,3.145040035
10/12/2015,245.3079987,0.626030028,3.137200117
10/13/2015,249.5079956,0.607654989,3.179739952
10/14/2015,251.9889984,0.522967994,3.144180059
10/15/2015,254.3200073,0.561878026,3.104890108
10/16/2015,262.868988,0.53649497,3.107350111
10/17/2015,270.6400146,0.54717797,3.071540117
10/18/2015,261.6430054,0.517733991,3.022789955
10/19/2015,263.4370117,0.489014,3.047970057
10/20/2015,269.4630127,0.434828997,3.092600107
10/21/2015,266.2720032,0.447329015,3.075150013
10/22/2015,274.0230103,0.567701995,3.114650011
10/23/2015,276.4960022,0.539656997,3.111540079
10/24/2015,281.6539917,0.56358999,3.099859953
10/25/2015,283.6799927,0.616038978,3.065789938
10/26/2015,285.2999878,0.731316984,3.10442996
10/27/2015,293.7879944,0.869641006,3.094549894
10/28/2015,304.6180115,1.00248003,3.100769997
10/29/2015,313.855011,1.206660032,3.782210112
10/30/2015,328.0150146,1.04121995,4.06167984
10/31/2015,314.1659851,0.91662699,3.804330111
11/1/2015,325.4309998,1.055670023,3.959300041
11/2/2015,361.1889954,0.989789009,4.164899826
11/3/2015,403.4169922,1.013360023,4.589799881
11/4/2015,411.5629883,0.899049997,4.230219841
11/5/2015,386.3540039,0.895636976,3.961639881
11/6/2015,374.4700012,0.926032007,3.548010111
11/7/2015,386.4819946,0.927973986,3.598870039
11/8/2015,373.3680115,1.027469993,3.419070005
11/9/2015,380.2569885,0.999278009,3.396620035
11/10/2015,336.8190002,0.934347987,3.115149975
11/11/2015,311.0840149,0.79182899,2.969389915
11/12/2015,338.1520081,0.895711005,3.278700113
11/13/2015,336.7529907,0.904096007,3.225990057
11/14/2015,332.9060059,0.888812006,3.194610119
11/15/2015,320.1659851,0.906368017,3.065799952
11/16/2015,330.7510071,0.928961992,3.189450026
11/17/2015,335.0939941,1.007979989,3.201980114
11/18/2015,334.5899963,0.993318975,3.18550992
11/19/2015,326.1489868,0.955532014,3.13361001
11/20/2015,322.0220032,0.924920022,3.115570068
11/21/2015,326.927002,0.976140022,3.150269985
11/22/2015,324.5360107,0.968017995,3.136830091
11/23/2015,323.04599,0.946968973,3.12409997
11/24/2015,320.04599,0.900191009,3.107830048
11/25/2015,328.2059937,0.863537014,3.344439983
11/26/2015,352.6839905,0.88418299,3.608340025
11/27/2015,358.0419922,0.867950976,3.578609943
11/28/2015,357.381012,0.915702999,3.522589922
11/29/2015,371.2940063,0.878614008,3.669729948
11/30/2015,377.3210144,0.873118997,3.621220112
12/1/2015,362.4880066,0.874800026,3.434900045
12/2/2015,359.1870117,0.821210027,3.342250109
12/3/2015,361.04599,0.812143028,3.377490044
12/4/2015,363.1830139,0.840040982,3.361809969
12/5/2015,388.9490051,0.862438023,3.523720026
12/6/2015,388.7829895,0.835500002,3.473099947
12/7/2015,395.5360107,0.811263978,3.645139933
12/8/2015,415.5629883,0.822117984,3.686919928
12/9/2015,417.5629883,0.792167008,3.669029951
12/10/2015,415.4790039,0.840395987,3.663939953
12/11/2015,451.9379883,0.929762006,3.8364501
12/12/2015,434.9970093,0.976972997,3.606329918
12/13/2015,433.7550049,0.952884018,3.626739979
12/14/2015,444.1820068,0.993022025,3.614569902
12/15/2015,465.3210144,1.014150023,3.833770037
12/16/2015,454.9339905,0.991182029,3.698920012
12/17/2015,456.0780029,0.940701008,3.74000001
12/18/2015,463.6159973,0.920126975,3.756959915
12/19/2015,462.321991,0.908071995,3.720619917
12/20/2015,442.6849976,0.903885007,3.536119938
12/21/2015,438.6390076,0.900771022,3.458689928
12/22/2015,436.571991,0.864202023,3.419529915
12/23/2015,442.401001,0.85807699,3.578069925
12/24/2015,454.9849854,0.863261998,3.644000053
12/25/2015,455.6530151,0.870362997,3.624749899
12/26/2015,417.2739868,0.854602993,3.424420118
12/27/2015,422.822998,0.856365025,3.479049921
12/28/2015,422.2789917,0.845004976,3.466029882
12/29/2015,432.9830017,0.873054028,3.500260115
12/30/2015,426.6199951,0.911957979,3.459140062
12/31/2015,430.5669861,0.933542013,3.480170012
1/1/2016,434.3340149,0.948023975,3.508980036
1/2/2016,433.4379883,0.937124014,3.502160072
1/3/2016,430.0109863,0.971904993,3.483069897
1/4/2016,433.0910034,0.954479992,3.495389938
1/5/2016,431.9599915,0.950176001,3.469670057
1/6/2016,429.105011,0.950860023,3.453560114
1/7/2016,458.0480042,0.942004979,3.604140043
1/8/2016,453.230011,0.986788988,3.568880081
1/9/2016,447.6109924,0.986832976,3.560570002
1/10/2016,447.9909973,0.999230981,3.536720037
1/11/2016,448.428009,1.06159997,3.556619883
1/12/2016,435.6900024,1.141000032,3.49368
1/13/2016,432.3710022,1.125200033,3.476020098
1/14/2016,430.3059998,1.189589977,3.465990067
1/15/2016,364.3309937,1.208009958,2.996779919
1/16/2016,387.5360107,1.220289946,3.08694005
1/17/2016,382.2990112,1.327469945,3.026190042
1/18/2016,387.1679993,1.426339984,3.04895997
1/19/2016,380.1489868,1.371389985,3.017440081
1/20/2016,420.230011,1.531820059,3.388530016
1/21/2016,410.2619934,1.553570032,3.220779896
1/22/2016,382.4920044,1.501270056,3.076570034
1/23/2016,387.4909973,1.972669959,3.103480101
1/24/2016,402.9710083,2.141200066,3.180999994
1/25/2016,391.7260132,2.499269962,3.127279997
1/26/2016,392.1530151,2.276370049,3.154819965
1/27/2016,394.9719849,2.388550043,3.287450075
1/28/2016,380.2890015,2.526489973,3.120160103
1/29/2016,379.473999,2.49496007,3.1113801
1/30/2016,378.2550049,2.445060015,3.080800056
1/31/2016,368.7669983,2.306040049,3.052160025
2/1/2016,373.0559998,2.211689949,3.07723999
2/2/2016,374.447998,2.439640045,3.075870037
2/3/2016,369.9490051,2.5286901,3.047529936
2/4/2016,389.5939941,2.578039885,3.162770033
2/5/2016,386.5490112,2.538990021,3.137409925
2/6/2016,376.5220032,2.534460068,3.098999977
2/7/2016,376.6199951,2.964339972,3.085959911
2/8/2016,373.446991,3.17979002,3.062160015
2/9/2016,376.0289917,4.044640064,3.081549883
2/10/2016,381.6489868,4.436260223,3.095249891
2/11/2016,379.6539917,6.013100147,3.075619936
2/12/2016,384.2630005,5.546979904,3.11187005
2/13/2016,391.8599854,5.385320187,3.129689932
2/14/2016,407.230011,5.239729881,3.210589886
2/15/2016,400.1849976,5.288350105,3.182509899
2/16/2016,407.4880066,4.315289974,3.209009886
2/17/2016,416.321991,3.757240057,3.241029978
2/18/2016,422.3729858,4.399129868,3.251430035
2/19/2016,420.7850037,4.737889767,3.252789974
2/20/2016,437.1640015,4.341330051,3.457989931
2/21/2016,438.7980042,4.653619766,3.464270115
2/22/2016,437.7479858,5.616499901,3.483629942
2/23/2016,420.7359924,5.586209774,3.396929979
2/24/2016,424.9549866,6.236470222,3.374870062
2/25/2016,424.5440063,6.104800224,3.36552
2/26/2016,432.1520081,5.92166996,3.416790009
2/27/2016,432.5190125,6.425859928,3.412879944
2/28/2016,433.5039978,6.468349934,3.441859961
2/29/2016,437.696991,6.33698988,3.44611001
3/1/2016,435.1229858,7.653689861,3.432970047
3/2/2016,423.9890137,8.465390205,3.365020037
3/3/2016,421.651001,9.294150352,3.323529959
3/4/2016,410.9389954,10.40600014,3.250230074
3/5/2016,400.5700073,11.00370026,3.192159891
3/6/2016,407.7070007,11.38290024,3.221649885
3/7/2016,414.3210144,9.552630424,3.267750025
3/8/2016,413.9719849,9.84720993,3.254220009
3/9/2016,414.8599854,11.89799976,3.279850006
3/10/2016,417.131012,11.30500031,3.287549973
3/11/2016,421.6900024,11.08279991,3.38470006
3/12/2016,411.6239929,13.5333004,3.290179968
3/13/2016,414.0650024,14.47500038,3.307399988
3/14/2016,416.4379883,12.45259953,3.303519964
3/15/2016,416.8299866,13.01000023,3.305779934
3/16/2016,417.0109863,12.52089977,3.309390068
3/17/2016,420.6210022,11.08150005,3.307389975
3/18/2016,409.5480042,10.99810028,3.169810057
3/19/2016,410.4440002,10.53069973,3.178250074
3/20/2016,413.7550049,10.31980038,3.205549955
3/21/2016,413.3070068,11.86410046,3.200910091
3/22/2016,418.0889893,11.2748003,3.234719992
3/23/2016,418.0409851,12.41670036,3.242799997
3/24/2016,416.3940125,11.23499966,3.224699974
3/25/2016,417.177002,10.7432003,3.229069948
3/26/2016,417.9450073,10.97399998,3.230570078
3/27/2016,426.7650146,10.41919994,3.303600073
3/28/2016,424.2309875,11.66559982,3.26406002
3/29/2016,416.5159912,11.65639973,3.226330042
3/30/2016,414.8160095,11.95289993,3.219409943
3/31/2016,416.7290039,11.4034996,3.257070065
4/1/2016,417.9599915,11.66359997,3.239949942
4/2/2016,420.8729858,11.59889984,3.262109995
4/3/2016,420.9039917,11.61830044,3.262680054
4/4/2016,421.4440002,11.1573,3.250590086
4/5/2016,424.0299988,10.43809986,3.251650095
4/6/2016,423.4129944,10.68540001,3.255929947
4/7/2016,422.7449951,10.06970024,3.245320082
4/8/2016,420.348999,9.719590187,3.220269918
4/9/2016,419.4110107,9.150620461,3.216200113
4/10/2016,421.5639954,8.936340332,3.226989985
4/11/2016,422.4830017,8.643790245,3.241770029
4/12/2016,425.1900024,7.442309856,3.257319927
4/13/2016,423.7340088,8.044420242,3.238859892
4/14/2016,424.2820129,8.38724041,3.239609957
4/15/2016,429.7130127,8.242779732,3.278830051
4/16/2016,430.571991,8.609499931,3.273819923
4/17/2016,427.3989868,9.309100151,3.257770061
4/18/2016,428.5910034,9.036000252,3.240390062
4/19/2016,435.5090027,8.71487999,3.285170078
4/20/2016,441.3890076,8.465789795,3.278379917
4/21/2016,449.4249878,8.102169991,3.346400023
4/22/2016,445.7369995,7.821259975,3.319269896
4/23/2016,450.2820129,8.294790268,3.334470034
4/24/2016,458.5549927,8.001350403,3.631829977
4/25/2016,461.4259949,7.554339886,3.811719894
4/26/2016,466.0889893,7.39703989,4.045800209
4/27/2016,444.6870117,7.759970188,3.889709949
4/28/2016,449.0109863,7.172530174,3.788500071
4/29/2016,455.0969849,7.457290173,3.813600063
4/30/2016,448.3179932,8.813980103,3.659749985
5/1/2016,451.875,8.846500397,3.705199957
5/2/2016,444.6690063,10.16320038,3.680310011
5/3/2016,450.3039856,9.31126976,3.740910053
5/4/2016,446.7219849,9.413769722,3.746789932
5/5/2016,447.9760132,9.826100349,3.713850021
5/6/2016,459.6029968,9.346639633,3.822109938
5/7/2016,458.5360107,9.370510101,3.953449965
5/8/2016,458.5480042,9.482930183,3.938139915
5/9/2016,460.4830017,9.297730446,4.056429863
5/10/2016,450.894989,9.361519814,3.819149971
5/11/2016,452.7279968,9.996279716,3.882270098
5/12/2016,454.7659912,10.05780029,3.856800079
5/13/2016,455.6700134,10.50660038,3.925679922
5/14/2016,455.67099,10.23970032,4.010119915
5/15/2016,457.5679932,9.962349892,4.063119888
5/16/2016,454.1629944,11.17129993,4.006529808
5/17/2016,453.7829895,12.19880009,3.983129978
5/18/2016,454.618988,13.55860043,4.003220081
5/19/2016,438.7149963,14.76970005,3.833389997
5/20/2016,442.6759949,13.63560009,3.881010056
5/21/2016,443.1879883,14.01500034,3.954489946
5/22/2016,439.322998,14.28610039,3.929699898
5/23/2016,444.1549988,13.46150017,3.968189955
5/24/2016,445.9809875,12.7322998,3.951410055
5/25/2016,449.598999,12.52600002,4.045660019
5/26/2016,453.3840027,12.43039989,4.08246994
5/27/2016,473.4639893,11.29580021,4.501329899
5/28/2016,530.039978,11.89290047,4.700679779
5/29/2016,526.2329712,12.35039997,4.609620094
5/30/2016,533.8640137,12.72529984,4.670869827
5/31/2016,531.3859863,14.07730007,4.650390148
6/1/2016,536.9199829,14.00150013,4.740990162
6/2/2016,537.9719849,13.73799992,4.71505022
